2020-06-24 11:50:06,841 p=1217 u=admin n=ansible | PLAY [harden server] ********************************************************************************************************************
2020-06-24 11:50:27,713 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=sC00_SMT_MPMON)
2020-06-24 11:50:28,015 p=1217 u=admin n=ansible | ok: [giavrsmtfs001] => (item=mon)
2020-06-24 11:50:28,083 p=1217 u=admin n=ansible | ok: [giavesmtfs003] => (item=thiril)
2020-06-24 11:50:28,260 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=prabhu)
2020-06-24 11:50:28,508 p=1217 u=admin n=ansible | ok: [giavrsmtfs001] => (item=sB00_SMT_MPMON)
2020-06-24 11:50:28,631 p=1217 u=admin n=ansible | ok: [giavesmtfs003] => (item=sE00_PAT_ans)
2020-06-24 11:50:28,828 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=shashi)
2020-06-24 11:50:29,015 p=1217 u=admin n=ansible | ok: [giavrsmtfs001] => (item=thiril)
2020-06-24 11:50:29,177 p=1217 u=admin n=ansible | failed: [giavesmtfs003] (item=sF00_PAT_ans) => {"ansible_loop_var": "item", "changed": false, "cmd": ["id", "-un", "sF00_PAT_ans"], "delta": "0:00:00.038410", "end": "2020-06-24 11:50:29.648802", "item": "sF00_PAT_ans", "msg": "non-zero return code", "rc": 1, "start": "2020-06-24 11:50:29.610392", "stderr": "id: sF00_PAT_ans: no such user", "stderr_lines": ["id: sF00_PAT_ans: no such user"], "stdout": "", "stdout_lines": []}
2020-06-24 11:50:29,383 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=ravind)
2020-06-24 11:50:29,681 p=1217 u=admin n=ansible | ok: [giavesmtfs003] => (item=sC00_SMT_STSSPI)
2020-06-24 11:50:29,913 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=thiril)
2020-06-24 11:50:30,270 p=1217 u=admin n=ansible | ok: [giavesmtfs003] => (item=SC00_SMT_RPTI)
2020-06-24 11:50:30,450 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=amosem)
2020-06-24 11:50:30,503 p=1217 u=admin n=ansible | ok: [giavrsmtfs001] => (item=sE00_PAT_ad)
2020-06-24 11:50:30,785 p=1217 u=admin n=ansible | failed: [giavesmtfs003] (item=SC00_SMT_RPT) => {"ansible_loop_var": "item", "changed": false, "cmd": ["id", "-un", "SC00_SMT_RPT"], "delta": "0:00:00.043512", "end": "2020-06-24 11:50:31.244511", "item": "SC00_SMT_RPT", "msg": "non-zero return code", "rc": 1, "start": "2020-06-24 11:50:31.200999", "stderr": "id: SC00_SMT_RPT: no such user", "stderr_lines": ["id: SC00_SMT_RPT: no such user"], "stdout": "", "stdout_lines": []}
2020-06-24 11:50:30,795 p=1217 u=admin n=ansible | ...ignoring
2020-06-24 11:50:30,997 p=1217 u=admin n=ansible | ok: [giavrsmtfs001] => (item=sB00_SMT_STSSP)
2020-06-24 11:50:31,029 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=sE00_PAT_ans)
2020-06-24 11:50:31,496 p=1217 u=admin n=ansible | ok: [giavrsmtfs001] => (item=sE00_PAT_ans)
2020-06-24 11:50:31,596 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=lokesh)
2020-06-24 11:50:31,983 p=1217 u=admin n=ansible | ok: [giavrsmtfs001] => (item=gpcmon01)
2020-06-24 11:50:32,179 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=logesh)
2020-06-24 11:50:32,447 p=1217 u=admin n=ansible | ok: [giavrsmtfs001] => (item=sB00_PAT_ans)
2020-06-24 11:50:32,712 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=vimalr)
2020-06-24 11:50:32,911 p=1217 u=admin n=ansible | ok: [giavrsmtfs001] => (item=cyberarkuser)
2020-06-24 11:50:33,256 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=jamesa)
2020-06-24 11:50:33,380 p=1217 u=admin n=ansible | ok: [giavrsmtfs001] => (item=qatestuser)
2020-06-24 11:50:33,834 p=1217 u=admin n=ansible | ok: [giavrsmtfs001] => (item=camsdummy)
2020-06-24 11:50:34,296 p=1217 u=admin n=ansible | ok: [giavrsmtfs001] => (item=SB00_SMT_RPT)
2020-06-24 11:50:34,802 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=sC00_SMT_STSSPP)
2020-06-24 11:50:35,364 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=vasude)
2020-06-24 11:50:35,891 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=alagun)
2020-06-24 11:50:37,415 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=ericlt)
2020-06-24 11:50:37,968 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=roicon)
2020-06-24 11:50:38,528 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=muruge)
2020-06-24 11:50:39,055 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=domini)
2020-06-24 11:50:39,635 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=sB00_SFTP_SFTP0003)
2020-06-24 11:50:40,175 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=mike)
